"CEDULA","NOMBRE_COMPLETO","FECHA_NACIMIENTO","ESTADO_CIVIL","SEXO","EDAD","TELEFONO","CORREO"
18591,"Eduardo",09-NOV-70,1,1,,"",""
18592,"Mackenzie",09-MAR-71,0,2,,"",""
18593,"Sydney",31-DEC-70,0,2,,"",""
18594,"Kristi",20-APR-71,0,2,,"",""
18595,"Marcus",02-AUG-81,0,1,,"",""
18596,"Gabriella",11-DEC-70,0,2,,"",""
18597,"Isabel",23-JUN-76,1,2,,"",""
18598,"Norimichi",16-MAR-75,0,1,,"",""
18599,"Kyle",06-OCT-69,0,1,,"",""
18600,"Ashley",10-NOV-75,1,2,,"",""
18601,"Cynthia",24-OCT-69,0,2,,"",""
18602,"Patrick",15-NOV-75,1,1,,"",""
18603,"Gabrielle",09-MAR-75,0,2,,"",""
18604,"Paige",19-NOV-69,1,2,,"",""
18605,"David",16-MAY-70,0,1,,"",""
18606,"Wyatt",24-APR-70,0,1,,"",""
18607,"Katherine",11-DEC-69,0,2,,"",""
18608,"Ian",15-OCT-69,1,1,,"",""
18609,"Alyssa",08-DEC-80,1,2,,"",""
18610,"Bailey",10-JUL-68,0,2,,"",""
18611,"Taylor",24-FEB-69,1,2,,"",""
18612,"Alyssa",16-NOV-79,0,2,,"",""
18613,"Cody",14-MAY-74,0,1,,"",""
18614,"Seth",12-NOV-73,0,1,,"",""
18615,"Charles",06-SEP-79,0,1,,"",""
18616,"Spencer",04-AUG-68,0,1,,"",""
18617,"Carlos",30-JAN-69,0,1,,"",""
18618,"Mitchell",20-MAY-78,0,1,,"",""
18619,"Dominic",01-SEP-78,1,1,,"",""
18620,"Randall",15-JAN-79,0,1,,"",""
18621,"Cassandra",17-APR-79,0,2,,"",""
18622,"Byron",17-MAY-78,0,1,,"",""
18623,"Anne",06-MAR-78,1,2,,"",""
18624,"Jay",01-NOV-83,0,1,,"",""
18625,"Derrick",11-DEC-77,0,1,,"",""
18626,"Tony",08-MAR-78,0,1,,"",""
18627,"Kristine",06-SEP-83,0,2,,"",""
18628,"Suzanne",14-MAR-77,0,2,,"",""
18629,"Martin",21-AUG-76,0,1,,"",""
18630,"Priscilla",19-AUG-76,0,2,,"",""
18631,"Carly",04-JUL-76,0,2,,"",""
18632,"Russell",05-OCT-82,0,1,,"",""
18633,"Adam",20-SEP-82,1,1,,"",""
18634,"Veronica",10-DEC-82,0,2,,"",""
18635,"Toni",17-FEB-77,0,2,,"",""
18636,"Edgar",12-DEC-76,0,1,,"",""
18637,"Thomas",05-JUN-81,0,1,,"",""
18638,"Alyssa",07-DEC-79,0,2,,"",""
18639,"Maria",07-MAR-80,0,2,,"",""
18640,"Isaac",19-DEC-79,1,1,,"",""
18641,"Cameron",11-MAY-81,0,1,,"",""
18642,"Brianna",16-SEP-80,0,2,,"",""
18643,"Joshua",22-DEC-36,1,1,,"",""
18644,"Carrie",15-AUG-71,0,2,,"",""
18645,"Jordan",18-SEP-71,1,1,,"",""
18646,"Blake",08-MAR-77,1,1,,"",""
18647,"Christy",17-DEC-58,0,2,,"",""
18648,"Hailey",13-DEC-59,1,2,,"",""
18649,"Jackson",10-FEB-61,0,1,,"",""
18650,"Kyle",30-JAN-66,0,1,,"",""
18651,"Isaiah",30-OCT-71,1,1,,"",""
18652,"Meredith",03-MAR-61,1,2,,"",""
18653,"Emmanuel",03-OCT-71,1,1,,"",""
18654,"Thomas",15-DEC-60,1,1,,"",""
18655,"Eric",07-APR-61,1,1,,"",""
18656,"Charles",22-OCT-61,0,1,,"",""
18657,"Alex",23-MAY-62,1,1,,"",""
18658,"Dalton",02-FEB-62,1,1,,"",""
18659,"Jasmine",01-DEC-61,1,2,,"",""
18660,"Cristina",22-APR-62,1,2,,"",""
18661,"Daniel",31-MAY-63,1,1,,"",""
18662,"Kyle",17-MAY-63,1,1,,"",""
18663,"Jason",21-SEP-62,1,1,,"",""
18664,"Robert",14-AUG-73,1,1,,"",""
18665,"Olivia",22-OCT-62,1,2,,"",""
18666,"Jordyn",08-NOV-68,0,2,,"",""
18667,"Kelli",08-MAY-68,0,2,,"",""
18668,"Brian",14-NOV-62,1,1,,"",""
18669,"Adam",10-JUN-64,1,1,,"",""
18670,"Melanie",30-JUN-69,1,2,,"",""
18671,"Melanie",11-APR-64,1,2,,"",""
18672,"Anthony",05-APR-64,1,1,,"",""
18673,"James",21-AUG-69,1,1,,"",""
18674,"Isabelle",16-MAR-69,0,2,,"",""
18675,"Abigail",31-OCT-75,1,2,,"",""
18676,"Jesse",03-SEP-64,1,1,,"",""
18677,"Logan",04-NOV-64,1,1,,"",""
18678,"Sean",05-NOV-70,0,1,,"",""
18679,"Seth",23-JAN-78,0,1,,"",""
18680,"David",03-MAY-79,1,1,,"",""
18681,"Jacqueline",20-APR-79,1,2,,"",""
18682,"Emily",05-JAN-79,1,2,,"",""
18683,"Robert",20-FEB-79,1,1,,"",""
18684,"Makayla",04-MAR-79,1,2,,"",""
18685,"Sean",24-NOV-76,1,1,,"",""
18686,"Logan",09-OCT-82,0,1,,"",""
18687,"Olivia",16-JAN-82,1,2,,"",""
18688,"Antonio",06-JAN-69,1,1,,"",""
18689,"Miguel",29-DEC-63,1,1,,"",""
18690,"Carlos",06-OCT-34,1,1,,"",""
18691,"Claudia",20-MAR-80,1,2,,"",""
18692,"Preston",07-FEB-80,1,1,,"",""
18693,"Ann",17-DEC-74,0,2,,"",""
18694,"Derrick",18-JAN-75,1,1,,"",""
18695,"Aaron",04-MAY-75,1,1,,"",""
18696,"Mindy",24-MAR-75,1,2,,"",""
18697,"Tara",02-DEC-73,0,2,,"",""
18698,"Jaclyn",03-JAN-74,0,2,,"",""
18699,"Blake",14-OCT-79,1,1,,"",""
18700,"Ernest",05-APR-74,0,1,,"",""
18701,"Kenneth",30-JAN-74,0,1,,"",""
18702,"Adriana",06-OCT-73,0,2,,"",""
18703,"Vincent",06-SEP-78,0,1,,"",""
18704,"Lacey",20-AUG-72,1,2,,"",""
18705,"Karl",24-FEB-73,1,1,,"",""
18706,"Darryl",16-NOV-74,0,1,,"",""
18707,"Marshall",26-OCT-74,1,1,,"",""
18708,"Micah",24-MAY-75,1,1,,"",""
18709,"Darren",04-DEC-74,1,1,,"",""
18710,"Ricardo",18-FEB-75,1,1,,"",""
18711,"Emma",10-NOV-72,0,2,,"",""
18712,"Glenn",07-FEB-72,1,1,,"",""
18713,"Rosa",14-MAY-72,1,2,,"",""
18714,"Francisco",12-FEB-72,1,1,,"",""
18715,"Rafael",25-MAR-71,1,1,,"",""
18716,"Seth",29-JAN-74,1,1,,"",""
18717,"Cassandra",21-JUL-70,1,2,,"",""
18718,"Susan",08-DEC-70,0,2,,"",""
18719,"Alberto",19-APR-70,1,1,,"",""
18720,"Taylor",26-JUN-69,1,2,,"",""
18721,"Andy",02-DEC-68,0,1,,"",""
18722,"Jonathon",15-JUL-74,0,1,,"",""
18723,"Lacey",15-NOV-68,0,2,,"",""
18724,"Denise",01-MAY-84,1,2,,"",""
18725,"Denise",05-OCT-78,0,2,,"",""
18726,"Katrina",30-AUG-67,0,2,,"",""
18727,"Hailey",09-APR-67,0,2,,"",""
18728,"Roger",18-OCT-71,1,1,,"",""
18729,"Evan",04-OCT-65,0,1,,"",""
18730,"Johnathan",07-OCT-64,1,1,,"",""
18731,"Brett",29-DEC-64,0,1,,"",""
18732,"Zachary",16-NOV-37,1,1,,"",""
18733,"Rafael",22-APR-71,0,1,,"",""
18734,"Barbara",07-NOV-80,0,2,,"",""
18735,"Latasha",19-APR-70,0,2,,"",""
18736,"Ashley",09-JUN-70,0,2,,"",""
18737,"Ricky",17-JAN-65,0,1,,"",""
18738,"Tamara",08-APR-74,0,2,,"",""
18739,"Christy",23-JUN-72,1,2,,"",""
18740,"Adam",03-MAR-64,1,1,,"",""
18741,"Edgar",22-JUL-41,1,1,,"",""
18742,"Don",16-DEC-65,1,1,,"",""
18743,"Glenn",10-APR-66,1,1,,"",""
18744,"April",24-JAN-66,1,2,,"",""
18745,"Brooke",14-OCT-68,1,2,,"",""
18746,"Reginald",11-NOV-68,0,1,,"",""
18747,"Jacquelyn",06-NOV-61,0,2,,"",""
18748,"Gabrielle",17-DEC-60,1,2,,"",""
18749,"Olivia",11-FEB-82,1,2,,"",""
18750,"Alexandra",01-NOV-81,1,2,,"",""
18751,"Kari",01-DEC-81,0,2,,"",""
18752,"Samantha",24-DEC-80,0,2,,"",""
18753,"James",15-MAY-86,0,1,,"",""
18754,"Isabella",25-MAR-81,0,2,,"",""
18755,"Christopher",21-FEB-82,0,1,,"",""
18756,"Isabella",31-OCT-81,0,2,,"",""
18757,"Frederick",15-FEB-82,1,1,,"",""
18758,"Devin",29-AUG-84,0,1,,"",""
18759,"Devin",11-AUG-83,0,1,,"",""
18760,"Morgan",06-AUG-83,1,2,,"",""
18761,"Luis",04-APR-84,0,1,,"",""
18762,"Arthur",19-NOV-83,1,2,,"",""
18763,"Julie",20-AUG-54,1,2,,"",""
18764,"Natalie",23-JUN-83,1,2,,"",""
18765,"Noah",15-FEB-83,0,1,,"",""
18766,"Francisco",14-JUL-45,1,1,,"",""
18767,"Gary",07-DEC-51,1,1,,"",""
18768,"Dalton",23-AUG-47,1,1,,"",""
18769,"Theresa",30-JAN-49,1,2,,"",""
18770,"Aaron",03-DEC-81,0,1,,"",""
18771,"Robert",02-JUL-81,0,1,,"",""
18772,"Julia",11-AUG-81,1,2,,"",""
18773,"Cassidy",10-JAN-82,1,2,,"",""
18774,"Justin",17-DEC-81,0,1,,"",""
18775,"Andrea",14-NOV-80,1,2,,"",""
18776,"Connor",04-APR-81,0,1,,"",""
18777,"Richard",23-JAN-80,0,1,,"",""
18778,"Miguel",05-JAN-80,1,1,,"",""
18779,"Jose",20-OCT-79,1,1,,"",""
18780,"Evan",06-NOV-78,0,1,,"",""
18781,"Hunter",11-OCT-77,0,1,,"",""
18782,"Patrick",21-OCT-77,1,1,,"",""
18783,"Michael",17-OCT-73,0,1,,"",""
18784,"Trinity",30-SEP-73,1,2,,"",""
18785,"Sara",04-MAY-73,0,2,,"",""
18786,"Dustin",14-APR-73,0,1,,"",""
18787,"Mya",10-NOV-68,1,2,,"",""
18788,"Madison",30-AUG-73,0,2,,"",""
18789,"Seth",18-APR-79,0,1,,"",""
18790,"Julia",25-MAR-85,1,2,,"",""
18791,"Megan",19-FEB-85,0,2,,"",""
18792,"Gabriella",20-FEB-85,1,2,,"",""
18793,"Angel",17-OCT-49,1,1,,"",""
18794,"Andrew",16-SEP-84,0,1,,"",""
18795,"Nathan",03-MAR-84,0,1,,"",""
18796,"Marvin",04-JUN-53,1,1,,"",""
18797,"Evan",21-SEP-83,0,1,,"",""
18798,"Andrea",11-DEC-83,1,2,,"",""
18799,"Jacob",22-APR-77,1,1,,"",""
18800,"Jennifer",08-OCT-82,1,2,,"",""
18801,"Dawn",17-SEP-76,1,2,,"",""
18802,"Mario",07-OCT-82,1,1,,"",""
18803,"Cedric",26-MAY-77,1,1,,"",""
18804,"Aaron",22-MAY-82,1,1,,"",""
18805,"Tracy",19-DEC-77,1,2,,"",""
18806,"Kaitlyn",08-MAR-78,1,2,,"",""
18807,"Spencer",11-JAN-70,0,1,,"",""
18808,"Gabrielle",24-OCT-61,0,2,,"",""
18809,"Jason",06-OCT-61,1,1,,"",""
18810,"Casey",22-DEC-39,1,1,,"",""
18811,"Samuel",24-DEC-68,1,1,,"",""
18812,"Kyle",30-SEP-79,0,1,,"",""
18813,"Kristy",05-NOV-68,0,2,,"",""
18814,"Evan",10-JAN-80,0,1,,"",""
18815,"Abigail",13-DEC-68,1,2,,"",""
18816,"Taylor",12-DEC-68,0,2,,"",""
18817,"Brittany",06-JAN-85,0,2,,"",""
18818,"Lucas",12-SEP-68,1,1,,"",""
18819,"Miranda",22-APR-74,1,2,,"",""
18820,"Alexandria",29-JAN-74,1,2,,"",""
18821,"Juan",14-JUN-68,0,1,,"",""
18822,"Gregory",23-DEC-67,1,1,,"",""
18823,"Russell",24-OCT-67,0,1,,"",""
18824,"Elijah",21-FEB-68,1,1,,"",""
18825,"Brandon",18-SEP-73,1,1,,"",""
18826,"Allison",23-JUN-72,1,2,,"",""
18827,"Carmen",18-NOV-72,0,2,,"",""
18828,"Morgan",16-AUG-66,1,2,,"",""
18829,"Jackson",11-SEP-66,0,1,,"",""
18830,"Kristine",08-MAR-67,1,2,,"",""
18831,"Andy",27-JUN-67,0,1,,"",""
18832,"Dylan",04-FEB-67,1,1,,"",""
18833,"Morgan",30-AUG-60,1,2,,"",""
18834,"Ana",18-APR-61,1,2,,"",""
18835,"Isabelle",11-OCT-60,0,2,,"",""
18836,"Nicole",13-AUG-60,0,2,,"",""
18837,"Amanda",11-APR-61,1,2,,"",""
18838,"Natalie",09-SEP-66,1,2,,"",""
18839,"Don",09-APR-66,1,1,,"",""
18840,"Alexandria",17-JUN-61,1,2,,"",""
18841,"Gabriella",06-MAR-42,1,2,,"",""
18842,"James",05-JAN-42,0,1,,"",""
18843,"Luis",19-JUL-41,1,1,,"",""
18844,"Dalton",11-OCT-47,0,1,,"",""
18845,"Katherine",29-SEP-41,1,2,,"",""
18846,"Deb",31-AUG-41,0,1,,"",""
18847,"Ariana",08-MAY-47,1,2,,"",""
18848,"Christian",01-NOV-41,1,1,,"",""
18849,"Faith",13-DEC-65,0,2,,"",""
18850,"Ethan",10-JAN-66,1,1,,"",""
18851,"Dalton",14-APR-60,1,1,,"",""
18852,"Allison",19-JUL-65,1,2,,"",""
18853,"Jacqueline",11-JAN-60,1,2,,"",""
18854,"Hunter",21-MAY-65,1,1,,"",""
18855,"Robert",19-NOV-59,0,1,,"",""
18856,"Thomas",12-SEP-59,1,1,,"",""
18857,"Sebastian",01-JAN-60,1,1,,"",""
18858,"Miguel",02-NOV-59,0,1,,"",""
18859,"Olivia",17-MAR-60,1,2,,"",""
18860,"Sydney",13-DEC-65,1,2,,"",""
18861,"Ashley",22-AUG-59,1,2,,"",""
18862,"Luke",21-MAR-60,1,1,,"",""
18863,"Charles",13-MAY-60,0,1,,"",""
18864,"Elijah",08-SEP-65,1,1,,"",""
18865,"Ashley",23-JUL-58,1,2,,"",""
18866,"Miguel",30-SEP-58,1,1,,"",""
18867,"Thomas",15-MAR-58,1,1,,"",""
18868,"Adam",15-NOV-57,0,1,,"",""
18869,"Ashley",25-FEB-58,1,2,,"",""
18870,"Ana",31-JAN-58,1,2,,"",""
18871,"Ruben",11-JAN-43,1,1,,"",""
18872,"Miguel",19-DEC-43,1,1,,"",""
18873,"Austin",18-MAY-45,0,1,,"",""
18874,"Julia",03-NOV-44,1,2,,"",""
18875,"Devin",23-NOV-44,1,1,,"",""
18876,"Luke",15-FEB-45,1,1,,"",""
18877,"Evan",03-JUL-51,1,1,,"",""
18878,"Mallory",16-OCT-51,1,2,,"",""
18879,"Garrett",22-MAR-58,1,1,,"",""
18880,"Jarrod",04-SEP-46,1,1,,"",""
18881,"Kimberly",07-AUG-46,1,2,,"",""
18882,"Dalton",31-JAN-47,1,1,,"",""
18883,"Jonathan",05-DEC-82,0,1,,"",""
18884,"Bryan",17-DEC-82,0,1,,"",""
18885,"Cara",22-DEC-53,0,2,,"",""
18886,"Donald",10-JUN-83,0,1,,"",""
18887,"Kari",21-NOV-82,0,2,,"",""
18888,"Devin",17-JUN-83,0,1,,"",""
18889,"Katelyn",14-SEP-82,0,2,,"",""
18890,"Lauren",30-NOV-82,1,2,,"",""
18891,"Megan",10-MAR-83,1,2,,"",""
18892,"Chase",16-MAY-83,0,1,,"",""
18893,"Devin",13-DEC-82,0,1,,"",""
18894,"Eric",21-MAR-83,0,1,,"",""
18895,"Marco",13-AUG-60,1,1,,"",""
18896,"Jonathan",13-SEP-54,1,1,,"",""
18897,"Russell",04-FEB-55,1,1,,"",""
18898,"Monica",10-MAR-61,0,2,,"",""
18899,"Glenn",26-OCT-55,1,1,,"",""
18900,"Mathew",06-APR-56,1,1,,"",""
18901,"Connor",05-SEP-62,0,1,,"",""
18902,"Steve",12-AUG-62,1,1,,"",""
18903,"Louis",26-MAY-57,0,1,,"",""
18904,"Emma",12-APR-86,0,2,,"",""
18905,"Samuel",01-APR-85,0,1,,"",""
18906,"Adrienne",11-OCT-57,0,2,,"",""
18907,"Priscilla",15-NOV-57,1,2,,"",""
18908,"Krystal",14-FEB-60,0,2,,"",""
18909,"Jodi",10-DEC-60,0,2,,"",""
18910,"Marco",26-APR-81,0,1,,"",""
18911,"Elijah",19-DEC-80,0,1,,"",""
18912,"Tyler",15-APR-81,1,1,,"",""
18913,"Jesse",06-MAY-81,1,1,,"",""
18914,"Felicia",12-JAN-81,0,2,,"",""
18915,"Sydney",04-JUL-80,1,2,,"",""
18916,"Christian",03-AUG-79,0,1,,"",""
18917,"Jonathan",08-SEP-79,1,1,,"",""
18918,"Jacqueline",25-JUN-79,1,2,,"",""
18919,"Eduardo",17-MAY-79,0,1,,"",""
18920,"Jonathan",16-NOV-78,0,1,,"",""
18921,"Rachel",22-SEP-78,0,2,,"",""
18922,"Madeline",05-MAR-79,0,2,,"",""
18923,"Cassandra",22-APR-79,1,2,,"",""
18924,"Rachel",21-MAY-79,0,2,,"",""
18925,"Haley",09-NOV-81,1,2,,"",""
18926,"Alexandre",25-SEP-81,1,1,,"",""
18927,"Arianna",05-AUG-81,0,2,,"",""
18928,"Carmen",22-AUG-71,1,2,,"",""
18929,"Donald",14-DEC-60,0,1,,"",""
18930,"Katelyn",15-APR-61,0,2,,"",""
18931,"Rosa",13-JUN-62,1,2,,"",""
18932,"Carl",31-JUL-69,1,1,,"",""
18933,"Kelli",30-AUG-85,0,2,,"",""
18934,"Jeremiah",22-AUG-79,0,1,,"",""
18935,"Jasmine",15-NOV-71,1,2,,"",""
18936,"Morgan",11-JUL-71,0,2,,"",""
18937,"Ian",10-AUG-62,0,1,,"",""
18938,"Lucas",30-NOV-62,1,1,,"",""
18939,"Hunter",24-SEP-62,0,1,,"",""
18940,"Seth",16-APR-63,1,1,,"",""
18941,"Philip",05-SEP-62,1,1,,"",""
18942,"Billy",19-NOV-62,1,1,,"",""
18943,"Kaitlyn",01-FEB-63,0,2,,"",""
18944,"Marcus",03-NOV-61,0,1,,"",""
18945,"Marcus",21-DEC-61,1,1,,"",""
18946,"Brandon",05-AUG-67,1,1,,"",""
18947,"Devin",04-NOV-61,0,1,,"",""
18948,"Sydney",13-MAR-67,1,2,,"",""
18949,"Jackson",30-DEC-37,0,1,,"",""
18950,"Lauren",22-OCT-70,0,2,,"",""
18951,"Dalton",14-JUN-71,0,1,,"",""
18952,"Chloe",22-APR-71,1,2,,"",""
18953,"Mya",20-OCT-76,0,2,,"",""
18954,"Dalton",23-NOV-70,0,1,,"",""
18955,"Justin",19-AUG-67,0,1,,"",""
18956,"Sara",15-OCT-67,0,2,,"",""
18957,"Mackenzie",08-OCT-67,0,2,,"",""
18958,"Natalie",15-JAN-68,0,2,,"",""
18959,"Seth",04-AUG-67,0,1,,"",""
18960,"Marcus",03-APR-68,0,1,,"",""
18961,"Jeremiah",04-MAR-68,0,1,,"",""
18962,"Seth",23-JUN-68,1,1,,"",""
18963,"Amber",02-AUG-67,1,2,,"",""
18964,"Thomas",06-SEP-66,0,1,,"",""
18965,"Richard",12-OCT-72,1,1,,"",""
18966,"Carly",16-APR-48,1,2,,"",""
18967,"Xavier",22-JAN-48,1,1,,"",""
18968,"Isaiah",11-APR-53,1,1,,"",""
18969,"Anna",09-JAN-48,1,2,,"",""
18970,"Jason",08-FEB-49,1,1,,"",""
18971,"Wyatt",11-AUG-48,1,1,,"",""
18972,"Benjamin",06-AUG-48,1,1,,"",""
18973,"Kate",07-DEC-48,1,2,,"",""
18974,"James",22-NOV-48,1,1,,"",""
18975,"Samuel",13-MAY-55,1,1,,"",""
18976,"Garrett",19-OCT-49,0,1,,"",""
18977,"Jackson",14-FEB-50,1,1,,"",""
18978,"Isaiah",04-AUG-55,1,1,,"",""
18979,"Noah",18-SEP-49,1,1,,"",""
18980,"Sophia",16-APR-50,1,2,,"",""
18981,"Savannah",25-OCT-49,1,2,,"",""
18982,"Kyle",05-OCT-50,0,1,,"",""
18983,"Destiny",16-OCT-56,1,2,,"",""
18984,"Shelby",08-FEB-62,0,2,,"",""
18985,"Paige",21-JUL-50,1,2,,"",""
18986,"Robert",09-JAN-51,0,1,,"",""
18987,"Hunter",13-AUG-50,1,1,,"",""
18988,"Courtney",05-JUL-50,0,2,,"",""
18989,"Cindy",16-OCT-56,1,2,,"",""
18990,"Amanda",22-AUG-51,1,2,,"",""
18991,"Evan",30-OCT-51,1,1,,"",""
18992,"David",17-APR-52,1,1,,"",""
18993,"Kevin",13-MAY-52,1,1,,"",""
18994,"Jackson",17-NOV-58,1,1,,"",""
18995,"Melissa",29-OCT-52,0,2,,"",""
18996,"Katherine",12-MAY-53,1,2,,"",""
18997,"Eric",05-SEP-52,1,1,,"",""
18998,"Aidan",06-MAY-53,1,1,,"",""
18999,"Mackenzie",21-OCT-52,1,2,,"",""
19000,"Makayla",09-NOV-59,1,2,,"",""
19001,"Fernando",23-AUG-53,1,1,,"",""
19002,"Alexis",07-APR-54,1,2,,"",""
19003,"Jared",04-JUN-65,1,1,,"",""
19004,"Ian",31-AUG-59,1,1,,"",""
19005,"Lauren",24-SEP-54,0,2,,"",""
19006,"Leslie",18-OCT-55,1,2,,"",""
19007,"Mackenzie",08-SEP-61,1,2,,"",""
19008,"Hailey",08-NOV-55,0,2,,"",""
19009,"Arianna",20-OCT-61,1,2,,"",""
19010,"Naomi",06-DEC-55,1,2,,"",""
19011,"Maria",06-FEB-56,1,2,,"",""
19012,"Oscar",11-OCT-55,1,1,,"",""
19013,"Amanda",07-MAY-56,0,2,,"",""
19014,"Jonathan",02-JAN-57,1,1,,"",""
19015,"Thomas",07-FEB-62,1,1,,"",""
19016,"Sierra",25-APR-57,1,2,,"",""
19017,"Zoe",10-MAR-57,1,2,,"",""
19018,"Nicole",07-NOV-62,1,2,,"",""
19019,"Jackson",05-SEP-62,1,1,,"",""
19020,"Jack",12-MAR-63,0,1,,"",""
19021,"Melissa",18-NOV-63,0,2,,"",""
19022,"Samantha",11-APR-69,1,2,,"",""
19023,"Arianna",22-MAR-58,1,2,,"",""
19024,"Dalton",03-FEB-58,0,1,,"",""
19025,"Aaron",05-MAY-58,0,1,,"",""
19026,"Logan",06-MAY-58,0,1,,"",""
19027,"Mayra",18-FEB-63,0,2,,"",""
19028,"Cedric",22-MAY-68,1,1,,"",""
19029,"Alicia",10-FEB-63,1,2,,"",""
19030,"Marco",14-AUG-73,1,1,,"",""
19031,"Regina",10-JAN-63,1,2,,"",""
19032,"Katrina",13-OCT-62,0,2,,"",""
19033,"Omar",01-MAR-62,0,1,,"",""
19034,"Tabitha",23-APR-62,0,2,,"",""
19035,"Stanley",24-MAR-62,1,1,,"",""
19036,"Allen",23-OCT-60,1,1,,"",""
19037,"Marshall",10-FEB-61,1,1,,"",""
19038,"Joe",13-FEB-60,0,1,,"",""
19039,"Melvin",11-AUG-49,1,1,,"",""
19040,"Eugene",04-MAR-50,1,1,,"",""
19041,"Autumn",30-NOV-50,0,2,,"",""
19042,"Ronnie",08-MAY-56,1,1,,"",""
19043,"Jessica",08-DEC-50,1,2,,"",""
19044,"Cesar",29-SEP-50,1,1,,"",""
19045,"Ross",31-JAN-52,0,1,,"",""
19046,"Shawna",11-AUG-51,1,2,,"",""
19047,"Sydney",07-SEP-51,1,2,,"",""
19048,"Bryant",15-APR-52,1,1,,"",""
19049,"Craig",11-APR-52,1,1,,"",""
19050,"Joel",21-OCT-64,1,1,,"",""
19051,"Taylor",17-NOV-59,0,2,,"",""
19052,"Kristi",13-DEC-59,1,2,,"",""
19053,"Gerald",18-FEB-60,0,1,,"",""
19054,"Arthur",19-DEC-59,0,1,,"",""
19055,"Garrett",13-OCT-59,1,1,,"",""
19056,"Carla",01-JAN-59,1,2,,"",""
19057,"Joanna",12-SEP-64,1,2,,"",""
19058,"Shawn",03-DEC-58,1,1,,"",""
19059,"George",25-AUG-58,1,1,,"",""
19060,"Stephanie",15-NOV-58,1,2,,"",""
19061,"Heather",07-SEP-57,0,2,,"",""
19062,"Erica",25-MAR-58,1,2,,"",""
19063,"Gabrielle",23-MAY-58,1,2,,"",""
19064,"Veronica",15-JUN-58,1,2,,"",""
19065,"Michele",22-OCT-57,1,2,,"",""
19066,"Dylan",22-JUL-57,1,1,,"",""
19067,"Misty",07-AUG-56,1,2,,"",""
19068,"Alma",07-OCT-56,1,2,,"",""
19069,"Thomas",08-JUL-61,1,1,,"",""
19070,"Kristopher",26-MAR-56,1,1,,"",""
19071,"Joe",13-OCT-55,1,1,,"",""
19072,"Tamara",31-JAN-60,1,2,,"",""
19073,"Lolan",07-MAR-55,1,1,,"",""
19074,"Colleen",08-NOV-53,1,2,,"",""
19075,"Brent",21-SEP-53,1,1,,"",""
19076,"Jaclyn",30-NOV-53,1,2,,"",""
19077,"Pedro",10-MAR-54,1,1,,"",""
19078,"Misty",02-AUG-52,0,2,,"",""
19079,"Brett",14-FEB-53,1,1,,"",""
19080,"Ross",16-MAR-53,0,1,,"",""
19081,"Leslie",03-FEB-53,1,2,,"",""
19082,"Alvin",08-FEB-53,1,1,,"",""
19083,"Steven",09-AUG-80,0,1,,"",""
19084,"Colleen",10-FEB-82,0,2,,"",""
19085,"Shawna",22-APR-82,1,2,,"",""
19086,"Tommy",15-MAY-81,0,1,,"",""
19087,"Erica",15-FEB-81,1,2,,"",""
19088,"Rafael",01-MAY-80,0,1,,"",""
19089,"Regina",10-APR-81,0,2,,"",""
19090,"Marshall",13-SEP-79,0,1,,"",""
19091,"Warren",09-AUG-78,0,1,,"",""
19092,"Eric",04-SEP-79,0,1,,"",""
19093,"Tara",18-JUN-80,0,2,,"",""
19094,"Todd",21-DEC-78,0,1,,"",""
19095,"Meredith",07-MAY-79,0,2,,"",""
19096,"Douglas",22-APR-78,0,1,,"",""
19097,"Mindy",11-JAN-77,0,2,,"",""
19098,"Xavier",19-FEB-78,1,1,,"",""
19099,"Sheena",09-MAY-78,1,2,,"",""
19100,"Bradley",28-MAY-82,1,1,,"",""
19101,"Susan",03-DEC-81,0,2,,"",""
19102,"Claudia",07-SEP-75,0,2,,"",""
19103,"Johnathan",23-JAN-76,1,1,,"",""
19104,"Mariah",24-FEB-82,1,2,,"",""
19105,"Stacy",30-SEP-76,0,2,,"",""
19106,"Terrance",30-JAN-82,1,1,,"",""
19107,"Franklin",31-OCT-75,1,1,,"",""
19108,"Haley",04-APR-83,0,2,,"",""
19109,"Jade",31-DEC-77,1,2,,"",""
19110,"Jesse",01-FEB-78,1,1,,"",""
19111,"Mariah",31-AUG-77,1,2,,"",""
19112,"Victoria",11-APR-76,1,2,,"",""
19113,"Aaron",09-APR-76,1,1,,"",""
19114,"Natalie",11-OCT-75,1,2,,"",""
19115,"Bailey",04-APR-75,1,2,,"",""
19116,"Logan",10-APR-80,0,1,,"",""
19117,"Kaitlyn",22-MAY-86,0,2,,"",""
19118,"Ian",30-JAN-77,1,1,,"",""
19119,"Connor",11-FEB-82,1,1,,"",""
19120,"Caleb",31-MAR-77,1,1,,"",""
19121,"Kaitlyn",11-MAY-77,1,2,,"",""
19122,"Abigail",17-APR-77,0,2,,"",""
19123,"Emma",01-MAY-80,1,2,,"",""
19124,"Cody",08-APR-75,1,1,,"",""
19125,"Cameron",18-JAN-73,0,1,,"",""
19126,"Kristopher",19-MAY-81,1,1,,"",""
19127,"Alexa",21-MAR-76,0,2,,"",""
19128,"Madison",09-MAR-81,1,2,,"",""
19129,"Carson",22-APR-76,1,1,,"",""
19130,"Madeline",16-AUG-81,1,2,,"",""
19131,"Mason",22-OCT-78,0,1,,"",""
19132,"Benjamin",12-NOV-72,0,1,,"",""
