"CONSECUTIVO"	"CEDULA"	"DEPARTAMENTO"	"MONTO"	"SUCURSAL"	"PRODUCTO"	"USUARIO"
7449	16113	130	1526	2	13	150
7450	15443	50	90367	5	4	168
7451	26912	240	63641	3	16	111
7452	25800	210	54620	6	9	119
7453	14629	270	70724	2	6	116
7454	29120	20	29442	5	3	176
7455	29317	170	70047	5	7	108
7456	17429	220	89125	2	12	111
7457	12154	20	54620	5	9	194
7458	12314	40	27825	3	8	105
7459	20572	20	66806	1	14	161
7460	11572	150	27825	6	8	122
7461	18867	110	73123	1	10	185
7462	17363	260	1526	6	13	154
7463	21054	30	70724	4	6	190
7464	14691	10	63641	5	16	126
7465	12908	230	47347	3	2	175
7466	23764	140	70724	2	6	198
7467	17873	150	54620	7	9	112
7468	11089	230	70047	6	7	114
7469	17453	100	90367	6	4	164
7470	21599	210	27825	3	8	199
7471	23001	70	1526	7	13	124
7472	14407	210	47347	2	2	167
7473	15853	40	1526	5	13	138
7474	26911	80	85176	1	5	164
7475	25977	10	70724	6	6	149
7476	15240	210	11869	6	17	142
7477	16240	120	85176	5	5	168
7478	16295	230	95810	5	11	156
7479	25559	130	70047	4	7	120
7480	20064	60	63641	3	16	175
7481	25409	150	73123	4	10	114
7482	14264	70	38466	2	18	127
7483	14870	70	66806	1	14	183
7484	18050	30	73123	7	10	130
7485	28018	80	73123	2	10	183
7486	23714	220	9474	2	15	156
7487	14646	30	95810	4	11	203
7488	19011	250	66806	4	14	168
7489	14522	40	70047	5	7	107
7490	13579	10	1760	4	1	126
7491	13830	80	70724	6	6	206
7492	21762	180	70047	6	7	205
7493	25463	50	85176	6	5	139
7494	13684	200	85176	3	5	178
7495	25033	250	9474	3	15	203
7496	22816	220	54620	4	9	112
7497	20680	30	85176	1	5	204
7498	22351	210	47347	2	2	109
7499	14418	170	1526	6	13	147
7500	24248	20	1526	1	13	151
7501	27779	260	66806	7	14	197
7502	11818	220	27825	5	8	162
7503	20945	80	90367	7	4	198
7504	28425	70	66806	2	14	174
7505	22588	20	47347	6	2	186
7506	11046	50	1760	1	1	182
7507	24447	240	95810	5	11	109
7508	24585	270	11869	6	17	192
7509	27986	240	11869	6	17	100
7510	17145	50	95810	3	11	199
7511	20196	150	90367	3	4	148
7512	15762	240	1526	1	13	135
7513	20383	10	90367	1	4	163
7514	20938	170	95810	7	11	141
7515	21717	220	11869	5	17	111
7516	19303	220	63641	2	16	195
7517	15013	60	70724	1	6	123
7518	20687	210	66806	5	14	185
7519	23647	20	11869	7	17	175
7520	17064	130	1526	6	13	139
7521	14073	150	66806	7	14	193
7522	22959	260	1760	1	1	143
7523	28664	220	11869	4	17	141
7524	18172	160	73123	3	10	109
7525	20768	50	9474	2	15	181
7526	26727	90	11869	6	17	137
7527	27002	120	66806	4	14	147
7528	27725	180	63641	6	16	182
7529	11975	60	66806	6	14	157
7530	20806	130	38466	4	18	172
7531	17701	100	73123	5	10	102
7532	11758	260	85176	7	5	137
7533	22798	260	9474	4	15	200
7534	21037	140	1760	1	1	168
7535	25441	120	1526	7	13	101
7536	11675	150	95810	3	11	140
7537	12523	170	73123	3	10	147
7538	21693	30	89125	6	12	156
7539	22064	140	38466	2	18	144
7540	16902	110	47347	7	2	154
7541	12602	90	47347	4	2	151
7542	19144	110	47347	4	2	102
7543	20146	90	85176	5	5	154
7544	28543	270	38466	3	18	181
7545	20149	50	1526	1	13	118
7546	27659	160	95810	3	11	143
7547	13313	30	89125	7	12	122
7548	13975	220	63641	3	16	144
7549	12282	220	38466	5	18	102
7550	14876	200	66806	3	14	159
7551	14321	40	70724	4	6	181
7552	19073	50	9474	6	15	104
7553	27794	170	29442	2	3	113
7554	24725	30	29442	3	3	204
7555	26264	10	66806	4	14	109
7556	15242	160	70724	1	6	170
7557	16821	260	90367	1	4	200
7558	21170	220	1760	5	1	144
7559	11528	270	85176	3	5	115
7560	14634	70	89125	1	12	164
7561	11690	180	63641	3	16	182
7562	23692	120	70724	1	6	118
7563	16866	160	73123	5	10	188
7564	12867	130	11869	7	17	172
7565	25800	220	9474	4	15	106
7566	12030	150	38466	7	18	120
7567	26877	70	90367	1	4	172
7568	18286	230	54620	7	9	148
7569	27985	230	9474	5	15	129
7570	27238	220	1760	1	1	161
7571	28767	260	70724	5	6	201
7572	20004	170	85176	7	5	193
7573	14371	80	9474	1	15	121
7574	13228	80	1526	2	13	157
7575	18099	100	85176	7	5	162
7576	21975	100	70724	6	6	188
7577	16735	110	89125	2	12	180
7578	19933	70	63641	5	16	120
7579	21513	260	38466	2	18	181
7580	16655	170	38466	4	18	120
7581	13487	190	95810	2	11	117
7582	19415	150	66806	6	14	137
7583	23080	270	70047	4	7	150
7584	11643	160	11869	6	17	146
7585	15733	60	47347	7	2	186
7586	26707	200	66806	5	14	139
7587	12604	90	70047	4	7	181
7588	26425	220	70047	4	7	183
7589	23269	140	9474	4	15	170
7590	14461	190	63641	6	16	156
7591	13178	100	66806	7	14	128
7592	17997	50	66806	3	14	116
7593	24658	260	54620	6	9	185
7594	20836	40	29442	6	3	138
7595	11548	20	63641	6	16	201
7596	20221	150	9474	3	15	180
7597	29436	230	54620	5	9	151
7598	22367	170	9474	3	15	199
7599	11319	180	70047	2	7	196
7600	20952	60	95810	7	11	197
7601	14820	180	9474	7	15	198
7602	25955	70	27825	1	8	200
7603	16096	70	27825	3	8	186
7604	28835	10	54620	4	9	144
7605	12663	190	63641	5	16	101
7606	15696	250	66806	3	14	136
7607	29050	70	1526	6	13	114
7608	19282	150	70047	3	7	112
7609	14069	130	47347	7	2	168
7610	26012	60	11869	6	17	150
7611	14514	50	73123	3	10	123
7612	27519	80	47347	2	2	116
7613	15209	250	9474	5	15	109
7614	13519	180	47347	7	2	148
7615	16760	180	95810	6	11	195
7616	20631	200	89125	7	12	182
7617	17635	270	66806	2	14	204
7618	25661	80	66806	3	14	170
7619	22085	210	89125	3	12	150
7620	24463	80	1760	1	1	191
7621	15053	150	54620	6	9	172
7622	25287	220	54620	7	9	176
7623	22686	50	95810	7	11	189
7624	15448	220	54620	7	9	112
7625	17572	170	85176	2	5	165
7626	25847	170	66806	2	14	116
7627	19220	50	63641	1	16	184
7628	15385	110	47347	1	2	117
7629	11645	100	9474	6	15	168
7630	16632	60	27825	7	8	153
7631	28252	230	29442	4	3	150
7632	12712	140	29442	1	3	203
7633	28731	180	95810	1	11	165
7634	21324	220	1760	3	1	125
7635	19565	70	29442	7	3	188
7636	24210	250	73123	2	10	135
7637	29227	40	63641	3	16	163
7638	25774	150	90367	5	4	155
7639	15011	80	1526	5	13	135
7640	19956	60	89125	2	12	163
7641	18065	180	66806	3	14	196
7642	17412	130	66806	3	14	178
7643	21279	90	85176	2	5	156
7644	20138	30	85176	5	5	199
7645	23200	110	89125	2	12	134
7646	18195	20	70724	2	6	103
7647	25713	100	89125	7	12	136
7648	11031	70	70724	4	6	171
7649	28155	270	95810	4	11	197
7650	21427	100	1526	4	13	156
7651	22638	30	89125	7	12	204
7652	29446	110	47347	3	2	110
7653	19421	120	63641	3	16	122
7654	23839	150	73123	4	10	123
7655	19123	270	73123	1	10	131
7656	14961	260	47347	4	2	167
7657	21479	50	73123	3	10	183
7658	18783	190	29442	2	3	192
7659	17893	150	1760	3	1	173
7660	18377	130	63641	3	16	183
7661	25661	180	9474	2	15	185
7662	27274	200	29442	4	3	148
7663	18071	220	29442	4	3	118
7664	15431	160	70047	6	7	189
7665	28606	240	70047	7	7	182
7666	28197	200	73123	7	10	137
7667	11592	80	89125	7	12	171
7668	20123	90	70047	4	7	154
7669	27073	270	54620	4	9	156
7670	28734	20	1760	3	1	127
7671	12277	20	1760	2	1	175
7672	12071	270	66806	3	14	180
7673	19545	150	90367	1	4	182
7674	19770	120	70724	2	6	195
7675	18748	20	9474	1	15	205
7676	26052	180	70047	5	7	183
7677	16479	160	1526	1	13	182
7678	25029	210	70047	2	7	126
7679	21216	150	63641	5	16	174
7680	14328	190	54620	4	9	119
7681	13548	180	38466	4	18	118
7682	13780	70	11869	7	17	201
7683	20028	200	66806	7	14	142
7684	18339	260	70047	3	7	174
7685	18064	10	85176	1	5	112
7686	25487	120	47347	1	2	121
7687	14331	60	89125	7	12	160
7688	29011	270	47347	2	2	160
7689	28852	150	27825	2	8	160
7690	26469	110	29442	1	3	206
7691	28175	270	11869	5	17	156
7692	29240	70	11869	4	17	118
7693	24039	130	63641	2	16	205
7694	28254	80	63641	2	16	109
7695	13047	110	27825	2	8	170
7696	16475	10	47347	7	2	114
7697	27559	270	73123	3	10	148
7698	16414	220	66806	1	14	100
7699	21049	60	47347	7	2	102
7700	15017	50	89125	5	12	164
7701	16599	20	9474	6	15	110
7702	12342	230	47347	5	2	168
7703	14295	270	38466	7	18	120
7704	14069	260	47347	5	2	193
7705	28671	90	85176	5	5	142
7706	25812	190	1526	1	13	152
7707	23797	130	70724	6	6	110
7708	13419	250	38466	1	18	171
7709	16639	190	11869	1	17	201
7710	12240	40	70724	4	6	127
7711	20976	210	38466	5	18	200
7712	12623	160	85176	3	5	160
7713	27088	140	95810	2	11	191
7714	18858	270	27825	7	8	179
7715	26936	230	1526	7	13	140
7716	22672	140	38466	3	18	153
7717	23192	20	47347	6	2	139
7718	29314	90	54620	7	9	149
7719	17011	20	54620	5	9	121
7720	20643	50	1760	7	1	124
7721	11751	230	63641	4	16	132
7722	16191	50	90367	4	4	151
7723	12490	10	54620	5	9	163
7724	27611	230	85176	6	5	153
7725	13975	150	95810	5	11	179
7726	20705	170	95810	1	11	101
7727	29415	200	63641	5	16	125
7728	15467	170	89125	7	12	108
7729	20675	180	66806	4	14	157
7730	15390	110	1526	5	13	206
7731	24663	20	38466	3	18	153
7732	19997	80	85176	7	5	183
7733	13756	120	47347	4	2	140
7734	24685	150	90367	1	4	103
7735	12987	70	47347	4	2	104
7736	16725	250	85176	1	5	143
7737	12294	160	89125	2	12	156
7738	12050	200	90367	3	4	182
7739	15957	60	1760	4	1	134
7740	14553	70	1526	3	13	113
7741	12872	110	1760	1	1	169
7742	12203	170	9474	2	15	187
7743	23372	70	70724	7	6	158
7744	22601	120	70724	7	6	156
7745	15097	150	54620	1	9	162
7746	13475	250	1760	7	1	165
7747	22327	20	11869	4	17	130
7748	12527	80	63641	3	16	181
7749	14205	190	85176	4	5	167
7750	23308	90	1526	7	13	118
7751	11542	140	11869	5	17	193
7752	12964	50	90367	4	4	151
7753	16035	210	73123	1	10	125
7754	12154	130	54620	5	9	147
7755	28493	40	38466	3	18	189
7756	16210	180	63641	1	16	134
7757	27431	10	38466	5	18	189
7758	23839	260	66806	6	14	104
7759	20971	240	1760	5	1	130
7760	12863	60	85176	5	5	147
7761	24459	150	70724	7	6	174
7762	18058	60	27825	5	8	104
7763	22434	190	27825	7	8	118
7764	23684	160	70047	1	7	145
7765	27524	260	9474	6	15	100
7766	15827	210	85176	3	5	129
7767	20680	250	73123	2	10	162
7768	12164	90	90367	3	4	132
7769	19025	190	66806	6	14	115
7770	13147	270	38466	2	18	137
7771	16534	160	70724	5	6	165
7772	20588	180	38466	5	18	194
7773	23135	240	1526	7	13	127
7774	11346	170	89125	3	12	116
7775	21918	90	29442	6	3	180
7776	15296	50	47347	7	2	160
7777	17834	200	29442	4	3	104
7778	18229	250	38466	5	18	186
7779	11629	230	29442	4	3	184
7780	24977	100	1526	3	13	126
7781	22143	230	38466	7	18	167
7782	18844	50	9474	4	15	166
7783	17589	70	11869	6	17	147
7784	13472	110	85176	1	5	183
7785	20789	270	70047	5	7	181
7786	26723	90	66806	6	14	184
7787	28063	80	29442	7	3	139
7788	22547	140	27825	6	8	185
7789	11207	90	85176	4	5	203
7790	17490	240	1760	4	1	200
7791	19115	190	9474	1	15	203
7792	20483	170	1526	1	13	163
7793	27312	50	95810	3	11	169
7794	15367	210	47347	7	2	170
7795	15063	170	95810	1	11	198
7796	11126	130	27825	1	8	193
7797	21206	190	70724	4	6	173
7798	23889	230	63641	4	16	165
7799	12938	70	9474	1	15	130
7800	28420	100	73123	7	10	176
7801	13322	120	29442	3	3	200
7802	12975	160	54620	7	9	103
7803	18116	240	1526	6	13	111
7804	29400	200	11869	5	17	149
7805	24339	180	70724	7	6	151
7806	11073	60	63641	6	16	184
7807	15035	140	63641	1	16	130
7808	13731	170	70724	4	6	107
7809	19072	180	63641	7	16	177
7810	22647	70	54620	6	9	183
7811	13350	100	70724	5	6	101
7812	11016	150	66806	4	14	203
7813	13897	260	70724	6	6	143
7814	12644	20	85176	1	5	172
7815	11176	190	70047	6	7	136
7816	22394	110	70047	7	7	115
7817	22108	200	95810	1	11	125
7818	27957	100	85176	5	5	141
7819	18087	190	1526	7	13	146
7820	24964	120	1526	6	13	187
7821	25965	170	1760	4	1	125
7822	28550	100	73123	1	10	169
7823	17548	190	29442	7	3	159
7824	25969	50	27825	7	8	104
7825	19458	120	89125	7	12	108
7826	21371	270	54620	1	9	139
7827	13661	210	38466	3	18	156
7828	14229	30	11869	4	17	180
7829	13182	220	27825	3	8	166
7830	11010	70	1526	7	13	133
7831	11457	90	70724	7	6	105
7832	19283	110	11869	2	17	104
7833	11468	240	29442	7	3	150
7834	16829	100	11869	1	17	179
7835	23562	230	54620	5	9	165
7836	25603	120	66806	2	14	205
7837	15848	90	54620	3	9	136
7838	11774	80	95810	7	11	203
7839	26552	80	11869	6	17	117
7840	16630	70	9474	7	15	162
7841	17488	130	85176	1	5	202
7842	15193	90	89125	3	12	122
7843	22614	90	66806	7	14	104
7844	12010	20	90367	1	4	133
7845	27014	110	29442	5	3	184
7846	23696	130	1526	7	13	164
7847	28641	10	27825	2	8	193
7848	14846	70	27825	5	8	170
7849	21111	70	11869	1	17	152
7850	27700	190	66806	4	14	163
7851	22103	20	70724	2	6	187
7852	14319	100	70047	7	7	105
7853	25088	130	47347	3	2	134
7854	13209	150	85176	5	5	150
7855	14695	150	70724	1	6	128
7856	19688	60	1526	7	13	173
7857	17653	200	1760	7	1	205
7858	12083	150	73123	1	10	133
7859	19740	100	66806	5	14	143
7860	26780	60	54620	2	9	206
7861	29163	220	9474	1	15	205
7862	26981	180	47347	3	2	100
7863	24017	230	73123	7	10	171
7864	28059	150	90367	7	4	148
7865	11074	110	11869	1	17	102
7866	20872	100	38466	7	18	130
7867	22773	120	90367	1	4	119
7868	25304	100	66806	4	14	188
7869	21925	180	1526	6	13	111
7870	17241	200	89125	6	12	184
7871	26148	20	54620	7	9	112
7872	17951	260	27825	1	8	204
7873	22984	140	70047	2	7	169
7874	22744	200	73123	1	10	153
7875	25471	80	11869	3	17	176
7876	12566	120	90367	5	4	124
7877	19165	90	89125	4	12	170
7878	20356	210	85176	2	5	183
7879	26612	20	1526	3	13	192
7880	11459	140	90367	3	4	117
7881	27757	260	38466	2	18	118
7882	13141	220	85176	4	5	204
7883	11309	10	38466	4	18	133
7884	23474	20	27825	7	8	151
7885	23787	70	27825	5	8	106
7886	27449	270	85176	6	5	188
7887	26673	70	27825	6	8	194
7888	13006	120	9474	5	15	171
7889	20855	220	27825	7	8	196
7890	13156	90	85176	4	5	108
7891	14658	140	11869	3	17	146
7892	15067	50	1760	3	1	106
7893	12209	170	38466	1	18	125
7894	16100	260	54620	6	9	180
7895	11900	90	1760	6	1	106
7896	29290	200	70724	5	6	158
7897	29339	40	73123	6	10	119
7898	23837	250	73123	5	10	174
7899	12729	20	89125	7	12	204
7900	18214	150	38466	7	18	126
7901	16051	190	1526	4	13	195
7902	20683	240	54620	5	9	199
7903	14167	60	1526	2	13	117
7904	26802	50	29442	5	3	159
7905	15535	40	73123	1	10	149
7906	23991	100	90367	5	4	157
7907	17732	160	54620	2	9	125
7908	23467	210	95810	3	11	151
7909	24078	20	89125	3	12	153
7910	18877	40	70724	7	6	171
7911	28477	50	89125	6	12	136
7912	15961	220	70047	5	7	192
7913	28545	240	29442	4	3	181
7914	25763	120	1760	1	1	133
7915	28916	180	11869	3	17	126
7916	16045	170	47347	1	2	144
7917	12884	70	63641	1	16	139
7918	23823	190	90367	3	4	113
7919	29383	240	38466	3	18	195
7920	19735	110	66806	1	14	183
7921	16774	190	70724	6	6	122
7922	27048	80	90367	2	4	144
7923	20896	70	54620	5	9	125
7924	21577	30	54620	6	9	135
7925	23749	180	70724	3	6	122
7926	21955	170	89125	7	12	136
7927	17641	130	29442	4	3	183
7928	24945	160	9474	2	15	115
7929	28921	90	90367	2	4	144
7930	23348	150	29442	7	3	140
7931	21593	200	11869	1	17	156
7932	22727	220	90367	7	4	173
7933	13991	260	73123	1	10	157
7934	23541	70	66806	6	14	128
7935	21238	120	1526	4	13	133
7936	11146	70	47347	1	2	101
7937	14999	30	29442	5	3	152
7938	17568	80	63641	6	16	102
7939	25856	140	70724	7	6	193
7940	17987	90	9474	7	15	142
7941	15113	270	63641	4	16	115
7942	15138	240	1526	1	13	186
7943	24093	50	27825	2	8	203
7944	12956	170	70047	2	7	113
7945	23046	210	29442	2	3	147
7946	19161	60	11869	2	17	124
7947	14246	100	38466	5	18	102
7948	16246	230	85176	1	5	138
7949	14576	90	27825	2	8	196
7950	21476	130	95810	7	11	202
7951	28066	140	66806	2	14	200
7952	17762	260	1526	5	13	170
7953	19771	40	29442	2	3	106
7954	13208	150	66806	4	14	135
7955	19218	240	63641	1	16	128
7956	14689	130	38466	2	18	156
7957	23794	120	29442	7	3	163
7958	24741	240	85176	4	5	139
7959	20460	100	95810	4	11	154
7960	21884	30	29442	7	3	165
7961	16361	40	29442	2	3	162
7962	26852	150	47347	5	2	160
7963	28507	190	9474	5	15	128
7964	14759	60	9474	6	15	130
7965	21811	70	1760	4	1	110
7966	29338	170	63641	4	16	157
7967	23868	270	1526	4	13	179
7968	24099	120	90367	7	4	103
7969	29323	160	29442	4	3	108
7970	26108	80	29442	1	3	157
7971	27694	220	1526	3	13	157
7972	26884	160	89125	5	12	102
7973	27526	110	95810	2	11	163
7974	16463	180	29442	4	3	156
7975	11274	210	95810	3	11	158
7976	19805	30	90367	2	4	124
7977	24506	220	95810	7	11	195
7978	18239	180	1760	2	1	126
7979	24359	250	89125	3	12	108
7980	20560	140	54620	3	9	101
7981	11016	140	1760	5	1	119
7982	19178	250	11869	5	17	138
7983	17859	10	29442	4	3	110
7984	12400	120	38466	2	18	176
7985	19542	90	63641	7	16	178
7986	20347	130	38466	3	18	162
7987	18872	90	73123	2	10	195
7988	27047	240	89125	6	12	184
7989	19074	170	95810	1	11	186
7990	12242	90	29442	2	3	181
7991	23974	160	89125	7	12	113
7992	26212	270	27825	5	8	119
7993	24134	130	73123	2	10	104
7994	15732	160	95810	4	11	185
7995	25052	90	29442	1	3	134
7996	20857	80	90367	6	4	155
7997	27950	190	66806	7	14	204
7998	16996	230	11869	6	17	175
7999	20800	70	1760	2	1	206
8000	29096	190	47347	5	2	101
8001	22511	80	89125	2	12	141
8002	13793	230	29442	1	3	166
8003	16944	190	95810	5	11	179
8004	14914	130	70724	6	6	140
8005	11503	30	11869	7	17	202
8006	27170	50	1760	1	1	143
8007	26005	230	29442	5	3	178
8008	25632	40	38466	2	18	149
8009	22315	90	54620	3	9	158
8010	12859	220	66806	7	14	150
8011	19164	140	70047	3	7	155
8012	19457	110	29442	7	3	154
8013	21851	110	11869	6	17	127
8014	12792	60	90367	1	4	127
8015	24528	120	89125	7	12	161
8016	13083	140	9474	2	15	134
8017	21373	30	54620	4	9	160
8018	14141	80	63641	1	16	192
8019	22447	130	47347	1	2	139
8020	12624	250	9474	5	15	155
8021	13167	270	89125	5	12	198
8022	23674	240	1526	5	13	105
8023	19627	100	85176	2	5	145
8024	18106	270	11869	2	17	104
8025	23657	230	11869	4	17	139
8026	16757	30	66806	2	14	176
8027	26271	160	29442	1	3	140
8028	17875	120	27825	6	8	201
8029	15840	30	95810	2	11	130
8030	12460	220	47347	6	2	150
8031	18526	150	27825	5	8	120
8032	20686	100	47347	2	2	104
8033	21953	240	1526	7	13	198
8034	24439	180	38466	4	18	142
8035	15373	180	73123	1	10	195
8036	18885	40	63641	7	16	140
8037	24862	250	47347	1	2	188
8038	26908	250	1526	2	13	193
8039	14756	20	38466	3	18	103
8040	25109	90	90367	3	4	126
8041	20582	40	70047	3	7	127
8042	12922	10	27825	4	8	203
8043	21548	40	47347	1	2	151
8044	25325	110	11869	3	17	202
8045	17042	190	89125	4	12	131
8046	25303	270	85176	3	5	188
8047	24077	140	90367	2	4	177
8048	20713	130	70047	6	7	181
8049	25836	220	63641	2	16	135
8050	13275	120	47347	5	2	149
8051	11176	230	70047	4	7	158
8052	26988	100	9474	5	15	148
8053	19291	160	70047	3	7	132
8054	24809	90	47347	2	2	106
8055	22218	30	85176	6	5	178
8056	13006	130	1526	5	13	206
8057	21539	230	95810	7	11	111
8058	21826	260	70047	7	7	183
8059	20208	220	89125	3	12	139
8060	25692	10	70724	6	6	144
8061	24580	70	66806	7	14	107
8062	15766	130	63641	7	16	154
8063	20004	60	47347	3	2	169
8064	27768	270	66806	4	14	190
8065	13520	120	89125	2	12	140
8066	25751	20	9474	1	15	134
8067	13112	210	27825	5	8	162
8068	21209	70	1526	2	13	200
8069	27802	210	27825	7	8	142
8070	23749	170	66806	7	14	185
8071	21191	120	54620	1	9	167
8072	22834	180	1526	5	13	200
8073	21430	150	29442	3	3	184
8074	24112	110	66806	6	14	100
8075	13661	170	66806	2	14	160
8076	22738	130	70047	5	7	192
8077	26065	140	70047	2	7	141
8078	15475	20	29442	4	3	202
8079	14153	70	1526	5	13	127
8080	17787	40	54620	2	9	116
8081	13951	190	66806	3	14	168
8082	13953	190	1526	2	13	123
8083	23619	180	11869	7	17	202
8084	13109	30	89125	7	12	147
8085	16379	230	66806	5	14	149
8086	28287	140	38466	4	18	180
8087	13884	140	63641	7	16	160
8088	24107	250	47347	2	2	147
8089	25769	70	63641	5	16	164
8090	24386	70	95810	3	11	163
8091	13656	240	54620	2	9	162
8092	13610	270	1526	6	13	201
8093	24347	90	27825	4	8	180
8094	27693	100	63641	4	16	149
8095	17634	260	70724	3	6	195
8096	28961	110	89125	5	12	106
8097	26417	220	29442	3	3	178
8098	19690	150	27825	5	8	196
8099	17368	110	29442	1	3	116
8100	22915	10	66806	3	14	182
8101	24707	170	63641	6	16	108
8102	18164	140	70047	7	7	190
8103	13544	30	29442	1	3	119
8104	15719	170	27825	4	8	194
8105	12443	130	27825	5	8	127
8106	19171	30	38466	7	18	169
8107	12509	270	70047	7	7	150
8108	13561	100	95810	7	11	150
8109	16787	230	66806	2	14	200
8110	20040	90	11869	5	17	194
8111	24564	10	9474	7	15	190
8112	26778	160	1760	6	1	123
8113	17373	130	11869	3	17	107
8114	24324	20	90367	6	4	134
8115	13924	70	85176	2	5	201
8116	21932	110	29442	1	3	195
8117	29315	110	95810	7	11	128
8118	20790	150	73123	5	10	160
8119	13682	120	11869	4	17	190
8120	25472	130	70047	5	7	144
8121	21863	100	54620	7	9	125
8122	25355	20	70724	3	6	184
8123	12855	30	54620	6	9	159
8124	11777	110	47347	5	2	192
8125	14787	210	63641	3	16	158
8126	13578	170	1526	5	13	132
8127	13172	110	70724	1	6	147
8128	16947	110	85176	7	5	144
8129	21662	50	66806	3	14	125
8130	18509	220	1526	5	13	172
8131	17674	170	85176	3	5	111
8132	18081	110	38466	3	18	120
8133	21856	220	70047	5	7	176
8134	28371	240	70724	7	6	102
8135	20099	60	54620	5	9	130
8136	23704	150	47347	4	2	129
8137	26468	240	11869	7	17	141
8138	17019	270	70047	4	7	109
8139	28716	260	73123	3	10	111
8140	18025	50	70047	7	7	123
8141	17332	10	89125	1	12	137
8142	19897	220	85176	4	5	135
8143	12481	40	54620	7	9	145
8144	26618	190	38466	6	18	164
8145	25200	30	54620	7	9	125
8146	24832	210	70047	1	7	108
8147	18741	90	63641	6	16	147
8148	13249	130	27825	6	8	150
8149	19416	270	95810	4	11	123
8150	19141	130	95810	7	11	132
8151	14792	220	1760	5	1	204
8152	21994	50	11869	7	17	139
8153	23045	110	1760	1	1	153
8154	26676	270	70047	5	7	156
8155	23585	220	89125	7	12	206
8156	29005	40	47347	2	2	187
8157	25840	110	89125	3	12	120
8158	12370	60	89125	7	12	177
8159	21923	50	27825	1	8	102
8160	12580	210	9474	6	15	206
8161	25715	200	11869	2	17	139
8162	15988	110	70047	1	7	189
8163	24427	170	1760	7	1	195
8164	28683	210	73123	3	10	126
8165	22783	160	89125	1	12	119
8166	20157	130	9474	2	15	186
8167	12845	120	70724	1	6	137
8168	23576	80	70047	6	7	130
8169	24170	210	70047	2	7	175
8170	26868	110	89125	5	12	176
8171	22889	40	54620	6	9	176
8172	13253	70	70724	2	6	134
8173	20144	180	1526	4	13	160
8174	16984	120	27825	2	8	169
8175	18299	70	9474	1	15	124
8176	21726	170	95810	4	11	202
8177	22582	140	66806	5	14	124
8178	27874	20	38466	7	18	130
8179	18703	90	1526	5	13	191
8180	13455	90	29442	6	3	203
8181	25542	130	47347	6	2	201
8182	22499	250	11869	4	17	132
8183	18146	50	47347	2	2	188
8184	27837	220	95810	2	11	182
8185	19793	230	29442	1	3	147
8186	25515	110	89125	7	12	181
8187	16336	110	90367	2	4	112
8188	29244	180	66806	3	14	169
8189	27888	220	29442	4	3	200
8190	28182	180	11869	7	17	164
8191	18217	190	90367	1	4	141
8192	14844	210	90367	2	4	104
8193	16779	20	66806	6	14	174
8194	21270	250	73123	3	10	206
8195	21114	230	29442	4	3	153
8196	14144	110	38466	5	18	147
8197	11795	230	70047	2	7	168
8198	27144	170	70724	1	6	163
8199	19684	140	70047	1	7	103
8200	11044	150	73123	4	10	166
8201	16449	60	47347	7	2	121
8202	16087	230	1760	3	1	156
8203	19545	130	85176	5	5	170
8204	23183	90	63641	1	16	168
8205	17237	200	89125	4	12	202
8206	14349	130	90367	2	4	162
8207	17230	110	1526	2	13	167
8208	17458	90	54620	5	9	145
8209	24267	30	63641	7	16	189
8210	21268	140	1760	2	1	151
8211	20874	70	38466	6	18	200
8212	27085	250	27825	2	8	182
8213	26340	10	47347	7	2	184
8214	19922	270	90367	4	4	144
8215	26350	140	27825	6	8	154
8216	22835	250	89125	3	12	172
8217	25516	210	54620	4	9	106
8218	22058	170	89125	7	12	191
8219	17694	70	1760	5	1	205
8220	21181	140	70047	2	7	163
8221	18640	40	70724	6	6	158
8222	23814	80	1760	7	1	101
8223	14645	190	85176	1	5	138
8224	26318	250	89125	7	12	109
8225	24618	220	90367	4	4	112
8226	27966	10	1526	1	13	200
8227	23104	230	70724	6	6	118
8228	18596	200	29442	5	3	194
8229	26727	210	11869	3	17	108
8230	15885	150	70724	1	6	143
8231	25531	10	89125	2	12	143
8232	14945	220	90367	7	4	116
8233	24601	150	73123	3	10	198
8234	17278	40	89125	1	12	118
8235	20512	80	9474	4	15	135
8236	21081	240	90367	2	4	157
8237	15504	70	70047	2	7	176
8238	16271	150	47347	6	2	206
8239	15852	220	27825	3	8	163
8240	12574	260	66806	7	14	172
8241	17328	110	1760	2	1	188
8242	29217	70	11869	4	17	132
8243	20046	180	29442	5	3	119
8244	13266	270	54620	2	9	183
8245	14229	110	1760	6	1	112
8246	13658	10	1760	5	1	127
8247	13980	120	9474	4	15	149
8248	24430	10	9474	4	15	119
8249	26406	60	9474	1	15	203
8250	28814	240	63641	7	16	122
8251	27626	180	54620	4	9	158
8252	12150	140	11869	7	17	169
8253	14407	140	85176	5	5	122
8254	26466	230	90367	3	4	189
8255	18997	270	11869	2	17	174
8256	24286	110	47347	6	2	135
8257	22131	220	70724	4	6	167
8258	24805	60	29442	2	3	113
8259	22964	270	54620	2	9	109
8260	26666	240	54620	7	9	148
8261	28533	180	95810	4	11	196
8262	23529	110	73123	3	10	156
8263	24679	270	66806	2	14	121
8264	13993	170	1760	7	1	162
8265	14247	10	89125	1	12	112
8266	28960	170	1526	7	13	151
8267	25112	80	66806	7	14	153
